タイムスタンプ,02　新規登録ですか、修正依頼ですか,03　店舗名（正式名称）＜公開＞,04-1　店舗住所・区名＜公開＞,04-2　店舗住所・区以降＜公開＞,04-3　店舗住所・建物名称など＜公開＞,04-4　【任意】店舗の正確な位置（緯度・経度）が分かる方は入力をお願いします＜公開＞,05　店舗の電話番号（ハイフンなし）＜公開＞,06　最寄り駅＜公開＞,07　提供の条件（提供時間・曜日）＜公開＞,08　定休日＜公開＞,09　店舗　ウェブサイトURL＜公開＞,10　店舗　SNS＜公開＞,11　料理のジャンル＜公開＞,12　テイクアウト（持ち帰り）はできますか＜公開＞,13-1　デリバリー（宅配・出前）はできますか＜公開＞,13-2　デリバリー（宅配・出前）の配達・配送料＜公開＞,14　店舗からのメッセージ＜公開＞,15-1a　【メニュー１】メニュー名＜公開＞,15-1b　【メニュー１】税込価格＜公開＞,15-2a　【メニュー２】メニュー名＜公開＞,15-2b　【メニュー２】税込価格＜公開＞,15-3a　【メニュー３】メニュー名＜公開＞,15-3b　【メニュー３】税込価格＜公開＞,15-4　【メニュー4以降】メニュー名、税込価格＜公開＞,店舗ID,,,,,
5/25/2020 21:16:26,新規登録,チキン料理屋TORIGE（とりげ),港南区,上大岡西1-19-6,,,0458401552,上大岡駅,テイクアウト　受付：11:00~20:00　商品受取：11:30~21:00,月曜日,https://r.gnavi.co.jp/a773500/,https://www.instagram.com/chicken_torige/,お弁当,はい,いいえ,,上大岡で20年以上営業する鶏料理専門店です！　弁当以外にも惣菜や焼き鳥・唐揚げなど、メニュー拡大中！　ぜひお問い合わせください♪,みちのく清流どりの唐揚げ弁当,650,みちのく清流どりのガーリックソテー弁当,800,豚の生姜焼き丼　さっぱりおろし添え,550,【弁当は、白米・五穀米から選べます】【ごはん抜きのおかずのみ、副菜のみでもお買い上げいただけます】【弁当のごはん大盛り無料でOK！】【名物の丸ごとチキンテイクアウト予約受付中！】,900,,,,,
5/26/2020 11:46:54,修正依頼,海鮮屋 だるま商店 杉田店,磯子区,杉田１丁目19-10,,"35.3840371,139.6166669",0453678408,杉田駅,17：00～22：00,不定休,https://r.goope.jp/darumasuisan,,寿司、海 鮮丼、刺身、焼 鳥、唐揚 げ等,はい,いいえ,,"
京急杉田駅より徒歩1分、お仕事帰りにお持ち帰りいただけます。
お電話にてお時間をご指定いただければ、お待たせすることなくご用意させていただきま
す。その他メニューもご予算に応じてご提供させていただきます。
お気軽にお電話にてお問合せください。
045-367-8408",海鮮丼 ,842,バラちらし丼  ,788,刺身盛合せ　 1人前,1382,鶏唐揚げ 518等,493
5/26/2020 12:51:15,新規登録,西洋料理ル・ポティロン,青葉区,新石川1-6-7,,"35.568529, 139.555119",0459030388,あざみ野駅,テイクアウトは12：00～20：00,月曜日,https://www.facebook.com/le.potiron.azamino/,https://ameblo.jp/azamino-le-potiron/,洋食,はい,いいえ,,ひっそりとあざみ野にあるフランス料理店。実は、ここのオーナーシェフは、ポーランドの日本大使館で公邸料理人をやっていた人で、かなりの腕前。世界のVIPが味わった料理が食べられると思うと楽しい。,2人前オードブル盛り合わせ,6264,ステーキ丼,2592,牛すじカレー,1620,天使海老トマトクリームスパゲッテー1620円その他いろいろあります。,907
5/26/2020 12:56:05,新規登録,PizzaHouseつくるよ,都筑区,葛が谷14-7,クレール関1-c,,0454791201,都筑ふれあいの丘,事前予約推奨(ご希望時間など可能な限り対応しますので、先にご連絡ください),火曜日,https://sudo0135.wixsite.com/tsukuruyo,https://line.me/R/ti/p/IGLwQ3bmWg,ピザ,はい,いいえ,,都筑ふれあいの丘がUber Eatsのサービス範囲の対象になったらデリバリー始めるかもです！,マルゲリータ　レギュラーサイズ,750,ビスマルクピザ　レギュラーサイズ,950,テリヤキチキンピザ　レギュラーサイズ,900,ピザ12種類以上、一部パスタやポテトなどもテイクアウト可能です,908
5/26/2020 13:30:55,新規登録,GRATIA （グラティア 青葉台）,青葉区,青葉台2-11-23 1F,エイトハウス 1F,"35.547018,139.516843",0455073342,青葉台駅 徒歩5分（東急田園都市線）,"11:30～18:30（LO 18:00）LUNCH	11:30～14:30（LO 14:30）",定休日なし,http://www.gratia.co.jp/,https://www.instagram.com/gratia.aobadai/,洋食,はい,いいえ,,創業８年、巨大な石窯で焼き上げる天然酵母のピザ、パスタや肉魚料理が人気のイタリアン。なかでも伝統的な製法で作られたムールフリット（ムールの酒蒸し）が絶品です。（詳しくは「グラティア青葉台で検索」）旬食材の旨味を活かしながら、常に驚きあるイタリア料理を提供しております。,GRATIA マルゲリータ,1260,"たっぷりウニと海老、帆立のトマトクリーム ""スパゲッティ""",1750,GRATIA ムール・フリット,1960,"毎月変更される季節メニューはホームページにて公開（「グラティア青葉台」で検索ポルチーニ茸と色々キノコクリーム""タリアテッレ"" ￥1,450、牛ホホ肉のやわらか赤ワイン煮込み ￥1,850、天然平目のパートフィロー包み焼き￥1,650、前菜の盛り合わせ（2名様分）￥1,380",909
5/26/2020 16:59:00,修正依頼,肉汁餃子製作所 ダンダダン酒場 野毛店,中区,花咲町1-18,第一測量桜木町ビル,,0453258757,関内,11:30~22:00までご注文承ります。,定休日なし,https://www.dandadan.jp/,,中華,はい,はい,300,"理想の餃子を追求し、開発に1年以上かけて作り上げ、すべて手包みで作っている「肉汁焼餃子」は「何もつけずに」食べられる餃子です。肉がたっぷりつまった餡からあふれ出る肉汁と、もっちりとした絶妙な厚みのある皮。お酒のつまみにも、ご飯のおかずにも合う餃子はまさに「こだわりの餃子」です。
※お願い※保存料等を使用せず、温かい状態でお渡ししますのでお買い上げから１時間以内にお召し上がりいただくようお願いしております",肉汁焼餃子弁当,650,麻婆豆腐弁当,650,肉汁焼餃子＆炙りチャーシュー弁当,700,自家製炙りチャーシュー弁当（税込650円）、油淋鶏弁当（税込650円）　※表記価格はテイクアウト価格です,707
5/26/2020 17:03:35,修正依頼,肉汁餃子製作所 ダンダダン酒場 野毛店,中区,花咲町1-18,第一測量桜木町ビル,,0453258757,桜木町,11:30~22:00までご注文承ります。,定休日なし,https://www.dandadan.jp/,,中華,はい,はい,300,"理想の餃子を追求し、開発に1年以上かけて作り上げ、すべて手包みで作っている「肉汁焼餃子」は「何もつけずに」食べられる餃子です。肉がたっぷりつまった餡からあふれ出る肉汁と、もっちりとした絶妙な厚みのある皮。お酒のつまみにも、ご飯のおかずにも合う餃子はまさに「こだわりの餃子」です。
※お願い※保存料等を使用せず、温かい状態でお渡ししますのでお買い上げから１時間以内にお召し上がりいただくようお願いしております",肉汁焼餃子弁当,650,麻婆豆腐弁当,650,肉汁焼餃子＆炙りチャーシュー弁当,700,自家製炙りチャーシュー弁当（税込650円）、油淋鶏弁当（税込650円）　※表記価格はテイクアウト価格です,707
5/26/2020 17:08:03,修正依頼,肉汁餃子製作所 ダンダダン酒場 関内店,中区,常盤町3-34-5,フラミンゴビル1F,,0452289167,関内,11:30~22:00までご注文承ります。,定休日なし,https://www.dandadan.jp/,,中華,はい,はい,300,"理想の餃子を追求し、開発に1年以上かけて作り上げ、すべて手包みで作っている「肉汁焼餃子」は「何もつけずに」食べられる餃子です。肉がたっぷりつまった餡からあふれ出る肉汁と、もっちりとした絶妙な厚みのある皮。お酒のつまみにも、ご飯のおかずにも合う餃子はまさに「こだわりの餃子」です。
※お願い※保存料等を使用せず、温かい状態でお渡ししますのでお買い上げから１時間以内にお召し上がりいただくようお願いしております",肉汁焼餃子弁当,650,麻婆豆腐弁当,650,肉汁焼餃子＆炙りチャーシュー弁当,700,自家製炙りチャーシュー弁当（税込650円）、油淋鶏弁当（税込650円）　※表記価格はテイクアウト価格です,708
5/26/2020 17:11:39,修正依頼,肉汁餃子製作所 ダンダダン酒場 青葉台店,青葉区,青葉台1-14-1,第二青葉台ビル 103号室,,0455118166,青葉台,11:30~22:00までご注文承ります。,定休日なし,https://www.dandadan.jp/,,中華,はい,はい,300,"理想の餃子を追求し、開発に1年以上かけて作り上げ、すべて手包みで作っている「肉汁焼餃子」は「何もつけずに」食べられる餃子です。肉がたっぷりつまった餡からあふれ出る肉汁と、もっちりとした絶妙な厚みのある皮。お酒のつまみにも、ご飯のおかずにも合う餃子はまさに「こだわりの餃子」です。
※お願い※保存料等を使用せず、温かい状態でお渡ししますのでお買い上げから１時間以内にお召し上がりいただくようお願いしております",肉汁焼餃子弁当,650,麻婆豆腐弁当,650,肉汁焼餃子＆炙りチャーシュー弁当,700,自家製炙りチャーシュー弁当（税込650円）、油淋鶏弁当（税込650円）　※表記価格はテイクアウト価格です,709
5/26/2020 17:25:55,新規登録,ぎょうざビストロ黄河,戸塚区,舞岡町3656-2,SKビル2階,"35.410138,139.547934",0458263280,戸塚駅,テイクアウト提供時間は11:30～18:00。レストラン営業時間内は、お渡しまでに時間がかかる場合もございます。ぜひお電話でのご予約もご利用下さいませ。,火曜日,https://www.yokohama-kouga.com/html/page8.html,https://twitter.com/yokohama_kouga,中華,はい,いいえ,,戸塚区舞岡町で40年。同ビル内に餃子の製造工業と直売店をもつ、ジャズの流れるレストラン「ぎょうざビストロ黄河」です。強い火力で焼き上げる焼き餃子の他に、しっとりと旨味を含んだチャーハン、もちもちの太麺の焼きそばなど、本気のテイクアウトメニューをお楽しみ下さい。,焼き餃子 プレーン9個（おいしいものとつかブランド認定）,720,焼き餃子 プレーン18個（おいしいものとつかブランド認定）,1200,魂のチャーハン,750,★焼き餃子 プレミアム (ブランドポークが主役) 9個1030円・18個1800円　★焼き餃子 ナチュラル (にんにく未使用) 9個980円・18個1760円　★野菜たっぷり 塩やきそば 600円　★本格の味 天津飯 850円　★横濱黄河の本格春巻き 5本 1226円,914
5/26/2020 18:13:40,新規登録,川京,中区,本郷町1-1,,"35.432225,139.653639",0456214387,山手,11:30～14:30、17:00～20:00,水曜日,,,うなぎ,はい,はい,500円（税込）,横浜本牧の地で創業五十余年！美味しいうなぎをリーズナブルな価格で提供します。,うな重（上）【店内】,3300,うな重（上）【持帰】,3240,うな重（上）【出前】,3800,うな重（並）【店内】2200／うな重（中）【店内】2860／うな重（特上）【店内】4290,915
5/27/2020 12:01:19,修正依頼,鉄板バルHANANOKI,港南区,上大岡西1-4-16,さんるーとビル1階,,0458462760,上大岡駅,16時～21時,不定休, https://tabelog.com/kanagawa/A1401/A140307/14034422/,,もんじゃ焼き,はい,はい,デリバリーに関しましては『上大岡Eats』までお問い合わせ下さい。,"ご自宅のホットプレートで簡単に出来る「もんじゃ焼き」です！味付けは一切不要！
みんなでワイワイ楽しみながら、美味しく！簡単に！",明太子もちチーズもんじゃ,1290,コンビーフコーンもんじゃ,1290,イタリアもんじゃ,1290,カレーチーズもんじゃ1290円,101,,,,,
5/27/2020 13:54:26,修正依頼,鉄板バルHANANOKI,港南区,上大岡西1-4-16,さんるーとビル1階,,0458462760,上大岡駅,16時～21時,不定休, https://tabelog.com/kanagawa/A1401/A140307/14034422/,,もんじゃ焼き,はい,はい,デリバリーに関しましては『上大岡Eats』までお問い合わせ下さい。,"ご自宅のホットプレートで簡単に出来る「もんじゃ焼き」です！味付けは一切不要！
みんなでワイワイ楽しみながら、美味しく！簡単に！",明太子もちチーズもんじゃ,1290,コンビーフコーンもんじゃ,1290,イタリアもんじゃ,1290,カレーチーズもんじゃ1290円,101,,,,,
5/27/2020 18:12:57,新規登録,東京TEMPLAND,港北区,新横浜２丁目４-４ ,ウィズ新横浜 5F,,0455349640,新横浜駅,11時30分から22時まで受け付けます。,不定休,http://tune-up.biz/templand/,https://www.instagram.com/p/CAq87lJAj7O/,丼,はい,はい,Uber Eats,サクサクの天ぷらが自慢のボリューム満点の天丼です！,特上天丼,1000,肉天丼,1000,出世天丼,1200,"海鮮天丼 1100円
野菜天丼 900円",,,,,,
5/27/2020 22:02:51,修正依頼,川京－うなぎ－,中区,本郷町1-1,,"35.432225,139.653639",0456214387,JR山手駅,【昼】11:30～14:30／【夜】17:00～20:00,水曜日,,,うなぎ,はい,はい,500円,横浜本牧の地で創業五十余年！美味しいうなぎをリーズナブルな価格で提供します。【店内／持帰】は（並／中／上／特上）4種類、【出前】は（上）1種類の提供となります。,【店内】うな重（上）,3300,【持帰】うな重（上）,3240,【出前】うな重（上）,3800,【店内】うな重（並）2200円／（中）2860円／（上）3300円／（特上）4290円／【持帰】うな重（並）2160円／（中）2808円／（上）3240円／（特上）4212円／【持帰】うな重（上）3800円,915,,,,,
5/28/2020 12:33:52,新規登録,すしざんまい 横浜西口店,西区,南幸2-15-4　,恩田ビル1階,"35.464576, 139.618667",0455348367,横浜駅,テイクアウト：営業中はいつでも承ります。　デリバリー：11時～21時,定休日なし,http://www.kiyomura.co.jp/shops/detail/75,https://twitter.com/zanmai_man,寿司,はい,はい,注文金額やクーポンによって異なります。出前は出前館にて承ります。,本格江戸前寿司をご自宅でもお楽しみください！自慢の本まぐろを始め、日本各地より新鮮な魚介類を入荷しています。テイクアウトは1人～5人盛り込みすることができます。詳しくはお電話にてお問合せ下さい。出前に関しては出前館より承ります。ぜひすしざんまい公式HPまたは出前館サイトからご覧ください。,テイクアウト：なごみ,1836,テイクアウト：ゆとり,2592,テイクアウト：おもてなし,3348,,920
5/28/2020 13:55:15,新規登録,肉と石窯ピザのイタリアン　Pizza cozou ピザコゾウ,中区,伊勢佐木町1-6-6,勉強堂ビル2階,35.4440735、139.6325147,0453088484,JR関内駅北口,ランチタイム15時30分まで、ディナータイム21時30分まで,火曜日,https://pizza-cozou.owst.jp/,https://www.instagram.com/pizzacozou,ピザ,はい,はい,uber eatsの配送手数料に準ずる,"2015年6月1日～3兄弟と母を中心にオープン。
news everyや、土曜はナニする！？などで紹介された、石窯ピザが人気のイタリアンです。

当店の石窯ピザは、100％イタリア産ピザ粉を使用し、ピザ職人が丁寧にお作り致します。

その他、人気の前菜やお肉料理など、ホームページの商品もご注文頂けます(カルパッチョ及び、煮込み料理のみテイクアウト不可)。

また、Uber eatsより、デリバリーも承っておりますので、合わせてご利用ください。",1番人気！ピザコゾウスペシャル(箱代込),1922,定番マルゲリータ(箱代込),1382,4種チーズのクワトロフォルマッジ～ハチミツ付き(箱代込),1814,ピリ辛ピカンテ1382円、ジェノベーゼ1382円、ベーコンとコーンのマヨネーズソース1382円、サラミとガーリック1490円、水牛のモッツァレラのマルゲリータ2030円、生ハムとルッコラのプロシュート1814円、キノコのフンギ1598円、アンチョビとオリーブのシチリアーナ1598円、海の幸のピザ1814円、ホワイトソースのマルゲリータ1490円,921
5/28/2020 18:34:55,新規登録,とんかつ新宿さぼてん みなとみらい東急スクエア店,西区,みなとみらい2ー3ー4,みなとみらい東急スクエアステーションコアB1,,0456836104,みなとみらい駅,ご予約可能。店頭での注文も可,不定休,https://www.minatomirai-square.com/floor/detail.php?id=68,,和食,はい,いいえ,,"お客様のご都合に合わせて、お弁当?お惣菜を心を込めてご用意致します。
外食には抵抗あるけど、美味しいものが食べたいな…そんな気持ちにお応えします。
美味しいビタミンB1豊富なとんかつを食べて、免疫力をアップさせましょう。
お弁当１つより、ご予約承ります。",熟成三元麦豚ロースかつ弁当,760,特撰やわらかヒレかつ弁当,910,ミックス弁当,940,"ロースかつ丼750
ロースかつカレー920
熟成三元麦豚ロース（単品）486
特撰やわらかヒレかつ（単品）599
エビフライ（単品）302
ひとくちヒレかつ（単品）183
カニクリームコロッケ（単品）178",922
5/28/2020 18:35:40,修正依頼,とんかつ新宿さぼてん みなとみらい東急スクエア店,西区,みなとみらい2ー3ー4,みなとみらい東急スクエアステーションコアB1,,0456836104,みなとみらい駅,ご予約可能。店頭での注文も可,不定休,https://www.minatomirai-square.com/floor/detail.php?id=68,,和食,はい,いいえ,,"お客様のご都合に合わせて、お弁当?お惣菜を心を込めてご用意致します。
外食には抵抗あるけど、美味しいものが食べたいな…そんな気持ちにお応えします。
美味しいビタミンB1豊富なとんかつを食べて、免疫力をアップさせましょう。
お弁当１つより、ご予約承ります。",熟成三元麦豚ロースかつ弁当,760,特撰やわらかヒレかつ弁当,910,ミックス弁当,940,"ロースかつ丼750
ロースかつカレー920
熟成三元麦豚ロース（単品）486
特撰やわらかヒレかつ（単品）599
エビフライ（単品）302
ひとくちヒレかつ（単品）183
カニクリームコロッケ（単品）178",922
5/29/2020 9:53:11,新規登録,とんかつ朝昼夜,保土ケ谷区,新井町455-7,,,0453735870,西谷駅,営業時間中いつでも,月曜日,,,和食,はい,はい,配送料無料,テイクアウト&デリバリーは、ワンウエイの容器でご用意します。毎日お店で手作りの味を是非ご賞味ください。ご要望に合わせてお弁当をご用意します。数量の多い場合、お早めにご予約ください。デリバリーの範囲は、店の近隣となります。ご利用を心よりお待ちしています。,とんかつ弁当,990,とろとろチャーシューかつ丼,770,鯖焼き弁当,900,テイクアウト専用　とろとろチャーシュー丼500円もご用意しています。,924
5/29/2020 10:52:49,修正依頼,横浜ベイシェラトン ホテル＆タワーズ　フレンチ 「ベイ・ビュー」,西区,北幸1-3-23,横浜ベイシェラトンホテル＆タワーズ　28F,,0454111147,横浜駅,"ご予約はWEBまたはお電話で前日19：00まで受付ております。
お電話は、店舗（TEL：045－411－ 1147）へ直接ご連絡ください。
お受け渡し場所：28階 店頭
お受渡し時間：11:00～19:00",定休日なし,https://www.tablecheck.com/shops/baysheratonbayview/reserve?menu_lists[]=5ebb902b5f6ddf7309000240,,洋食,はい,いいえ,,"フレンチ「ベイ・ビュー」シェフ西村の自慢のメニュー
「国産牛とフォアグラのロッシーニ仕立て」を、テイクアウト限定で贅沢なサンドイッチにいたしました。たっぷりのトリュフが香る特製ソースでお召し上がりください。

◆フレンチ「ベイ・ビュー」は、きめ細やかなおもてなしと十二分に吟味された素材と演出で《美食》を追求する本格フレンチレストランです。",国産牛フィレ肉とフォアグラのロッシーニサンド 　ベイビュー特製トリュフソース,2950,,,,,,645
5/29/2020 10:59:54,修正依頼,横浜ベイシェラトンホテル＆タワーズ　鉄板焼「さがみ」,西区,北幸1-3-23,横浜ベイシェラトン ホテル＆タワーズ 28F,,0454111147,横浜駅,"ご予約はWEBまたはお電話で前日19：00まで受付。
お電話は、店舗（TEL：045－411－ 1147）へ直接ご連絡ください。
お受け渡し場所：28階店頭
お受渡し時間：11:00～19:00",定休日なし,https://www.tablecheck.com/shops/baysheratonbayview/reserve?menu_lists[]=5ebb902b5f6ddf7309000240,,お弁当,はい,いいえ,,鉄板焼レストラン｢さがみ｣では、期間限定でA5ランクの葉山牛サーロインをお弁当にしております。ぜひお召し上がりください。,葉山牛A5サーロイン弁当,4320,,,,,,646
5/29/2020 12:50:53,新規登録,はまじん,中区,曙町２－２９,はまじん,,0455685655,阪東橋,テイクアウトのみ　営業時間11時30分～14時30分、18時～2３時頃。　休憩14時半～18時,不定休,,,中華,はい,いいえ,,デリバリーは、麺類から丼物、一品料理をご用意いたしております。　,サンマーメン,1100,肉と玉子と木耳の炒め,950,炙りチャーシュー丼,1000,,927
5/29/2020 15:29:41,新規登録,Chelsea ザ・バル,旭区,鶴ヶ峰2丁目21-25 ,藤ビル2F,,0454656988,鶴ヶ峰,テイクアウトは日曜を除く17時～22時。デリバリーは応相談。,日曜日,https://www.facebook.com/Chelsea-ザバル-111793053637611/?modal=admin_todo_tour,https://www.facebook.com/Chelsea-ザバル-111793053637611/?modal=admin_todo_tour,お惣菜,はい,はい,距離や量によりますのでお電話でお問い合わせください。,"餃子の肉はその日の朝の内にミンチにし、キャベツは西谷の苅部さんの朝どれ野菜。
こだわりの皮で包みます。
当店オリジナルのオーガニックレモンを使った「レモン餃子」果汁、果肉、果皮がたっぷり入った逸品となっております。",鶴ヶ峰餃子（8個入り）,600,レモン餃子（８個入り）,600,生姜コロッケバーガーセット,800,,928
5/29/2020 16:59:27,新規登録,ドライブスルー八百屋　横浜,神奈川区,栄町88-1,株式会社　つま正,,0454410889,横浜駅,火曜日・木曜日：10時～14時、土：9時～15時,"月曜日, 水曜日, 金曜日, 日曜日, 不定休, 定休日なし",http://www.foodsupply.co.jp/drivethrough/,,野菜と米,はい,いいえ,,"新鮮で安価な野菜を、人との接触は極力抑えて車から降りず、トランクを開けるだけです。
事前予約制ですので、ご予約は前日17時迄にインターネットからお願いします。",野菜セット（米5kg入）,5000,野菜セット（米無し）,3500,,,,929
5/29/2020 19:06:39,新規登録,海鮮　宝,南区,浦舟町1-1,古川ビル1F,,0452714992,阪東橋,テイクアウトは毎日,定休日なし,,,寿司,はい,いいえ,,"三崎のマグロを使用してます
海鮮丼や北海丼などにぎり寿司もテイクアウトしてます。店舗は横浜橋商店街になります",鉄火丼　,1166,海鮮丼,1296,マグロずくし丼,1404,マグロたっぷり巻き1200,930
5/29/2020 19:16:54,新規登録,フレンチビストロルミディ桜木町みなとみらい,中区,花咲町3-87,,,0452503939,桜木町駅,"テイクアウトは営業時間中
ランチタイム12:00～14:00
ディナー17:00～21:00
土日祝14:00～20:00",月曜日,https://www.lemidi-yokohama.com/,http://instagram.com/lemidi_planet/,洋食,はい,いいえ,,"本場フランスの星付レストランで
腕を磨いたシェフの本格ビストロ料理と
常時４０種類のグラスワインを
一軒家スタイルのカジュアルな空間で
テイクアウトで料理とワインでおうちルミディを",通常メニューをほぼほぼテイクアウトでご用意できます。,,,,,,,931
5/29/2020 19:27:39,新規登録,すし処纏(まとい),中区,野毛町2丁目90番地,桜木町スカイハイツ1階,"35ﾟ26'55""139ﾟ37'47""",0452439601,JR･桜木町駅 ､京急･日の出町駅,"デリバリー､ テイクアウト共に平日16
時～26時迄、日曜日(祝)祭日は16時～23時30分迄",定休日なし,http://www.matoi1.jp/,https://www.instagram.com/susidokoromatoi,寿司,はい,はい,,"創業31年野毛の名店すし処まといがお届けする新鮮なお鮨･魚介類･一品料理の数々を御家庭で堪能出来ます様にデリバリー･テイクアウトサービスを始めました｡是非この機会に御客様のご利用をお待ちして居ります(デリバリー範囲はお電話でお尋ね下さいませ)
",鮨  極,3000,鮨  松,2500,鮨  竹,2200,"【鮨】梅 1700円  【ちらし】極 3200円  松2600円  竹 2300円  梅 1800円  ばらちらし 2200円  赤身丼 2400円  中とろ丼 4000円  中とろ赤身丼 3200円  【巻物】(各1本)干ぴょう 250円  かっぱ 250円  お新香 250円  梅しそ 250円  赤身 400円  とろ(すきみ)500円  大とろ 1000円  中とろ 1000円 
ねぎとろ(すきみ) 500円  とろたく(すきみ) 500円 (細巻は一人前三本)  太巻1500円  特選太巻 3000円【逸品料理】自家製玉子焼 1000円   お刺身盛合せ、オードブル他",932
5/30/2020 19:46:59,修正依頼,すし処纏(まとい),中区,野毛町2丁目90番地,桜木町スカイハイツ1階,"35°26'55.2"",139°37'47""",0452439601,JR・桜木町駅、京急・日の出町駅,デリバリー、テイクアウト共に平日16時～26時迄、日曜日(祝)祭日は16時～23時30分迄,定休日なし,http://www.matoi1.jp/,https://www.instagram.com/sushidokoro_matoi/,寿司,はい,はい,,創業31年野毛の名店すし処まといがお届けする新鮮なお鮨･魚介類･一品料理の数々を御家庭で堪能出来ます様にデリバリー･テイクアウトサービスを始めました。是非この機会に御客様のご利用をお待ちして居ります。(デリバリー範囲はお電話でお尋ね下さいませ),【鮨】極,3000,【鮨】松,2500,【鮨】竹,2200,"【鮨】梅 1700円 【ちらし】極 3200円 松2600円 竹 2300円 梅 1800円 ばらちらし 2200円 赤身丼 2400円 中とろ丼 4000円 中とろ赤身丼 3200円 【巻物】(各1本)干ぴょう 250円 かっぱ 250円 お新香 250円 梅しそ 250円 赤身 400円 とろ(すきみ)500円 大とろ 1000円 中とろ 1000円 
ねぎとろ(すきみ) 500円 とろたく(すきみ) 500円 (細巻は一人前三本) 太巻1500円 特選太巻 3000円【逸品料理】自家製玉子焼 1000円       お刺身盛合せ、オードブル他",932
5/31/2020 11:28:34,新規登録,キッチン裕,南区,通町1-2-3,HBビル１階,,0457120525,地下鉄蒔田駅,テイクアウトのみ、11時～20時まで毎日,水曜日,,,洋食,はい,いいえ,,３月に開業したお店です。へんな洋食屋さんの後を内装殆ど同じで営業しています。35年以上洋食一筋のシェフが心を込めて手作りしています。ぜひ、お試し下さい。お弁当は700円です。,ハンバーグ弁当  ,700,チキンソテー弁当,700,カレー、ナポリタン、,500,人気のポークソテー、カニクリームコロッケ弁当700円です。その他、お電話にて時間指定可能です。,934
5/31/2020 16:21:55,新規登録,高田屋横浜山下町店,中区,山下町89-6,プライムタワー横浜B1F,,0456503337,日本大通り駅,11:30～14:00    17:00～21:30,日曜日,,,和食,はい,いいえ,,,大海老天せいろ,980,カツ丼,600,大海老天丼,800,,935
6/1/2020 13:26:32,新規登録,poro珈琲,保土ケ谷区,天王町1-11-4,矢澤ビル1F,"35.4566149, 139.6044021",0454424667,天王町,テイクアウトはOPEN～午後7時半まで受付,定休日なし,http://poro-coffee.com,,洋食,はい,いいえ,,,リーシケイット(トマトクリーム),800,リーシケイット(トマトカリー),800,トマトクリームスープうどん,800,バジルクリームスープうどん 800,936
6/1/2020 14:03:20,新規登録,一と休み食堂,瀬谷区,三ツ境15－６,,,0453630153,三ツ境駅,11：30～14：00　17：00～21：00月～土の間（祝日、日曜日は定休日）,日曜日,,,和食,はい,いいえ,,旬のお魚をみなさまへお届け致します。人数・ご予算に応じた刺盛りも承ります。,日替わり海鮮丼（テイクアウトのみこの価格です。）,750,,,,,,937
6/1/2020 15:45:37,修正依頼,すし処 纏 （まとい）,中区,野毛町2丁目90番地,桜木町スカイハイツ 1階,"35.448631,139.629608",0452439601,JR・桜木町駅、京急・日ノ出町駅,"デリバリー、テイクアウト共に
平日16時～26時
日曜・祝祭日16時～23時30分",定休日なし,http://www.matoi1.jp/,https://www.instagram.com/sushidokoro_matoi/,寿司,はい,はい,,創業31年野毛の名店すし処まといがお届けする新鮮なお鮨･魚介類･一品料理の数々を御家庭で堪能出来ます様にデリバリー･テイクアウトサービスを始めました｡是非この機会に御客様のご利用をお待ちして居ります(デリバリー範囲は電話でお尋ね下さい),【鮨】極,3000,【鮨】松,2500,【鮨】竹,2200,"【鮨】梅 1700円 【ちらし】極 3200円 松2600円 竹 2300円 梅 1800円 ばらちらし 2200円 赤身丼 2400円 中とろ丼 4000円 中とろ赤身丼 3200円 【巻物】(各1本)干ぴょう 250円 かっぱ 250円 お新香 250円 梅しそ 250円 赤身 400円 とろ(すきみ)500円 大とろ 1000円 中とろ 1000円 
ねぎとろ(すきみ) 500円 とろたく(すきみ) 500円 (細巻は一人前三本) 太巻1500円 特選太巻 3000円【逸品料理】自家製玉子焼 1000円    お刺身盛合せ、オードブル他",932
6/1/2020 15:51:35,新規登録,クルーズ・クルーズYOKOHAMA,西区,高島2-19-12,スカイビル27階,,0454502111,横浜駅,平日限定テイクアウトランチタイムのみ（11：00～14：00）,定休日なし,http://www.ginza-cruise.co.jp/,https://www.instagram.com/cruisecruise_yokohama,洋食,はい,いいえ,,横浜駅徒歩3分！地上100ｍの絶景空間！「クルーズ・クルーズYOKOHAMA」です。テイクアウトのお弁当販売始めました！6/1より【平日限定】にて、石原シェフ一押しのラインナップで揃えております。大空間を利用してのイートインスペースもご用意♪（無料Wi-Fiあり）この機会に是非ご利用くださいませ！,特製牛タンシチュー弁当,1200,低温熟成やわらかローストビーフ弁当,1300,クルーズ名物！皮パリローストチキン弁当,500,"■クルーズ自慢の濃厚マサラカレー（温玉・サラダ付き）700円（税込）
■野菜とチキンのグリーンカレー（サラダ付き）700円（税込）
■アボカドとスモークサーモン、小海老のカリフォルニア丼600円（税込）
【オプション】ミント香るグリーンサラダ150円（税込）",939
